(1,1,1,'Margherita Pizza','Classic pizza with tomato sauce and fresh mozzarella',8.99,TRUE,4.5,15,TRUE),
(1,2,2,'Pasta Carbonara','Creamy pasta with pancetta and parmesan',12.99,TRUE,4.7,20,FALSE),
(1,3,3,'Vegetable Spring Rolls','Deep-fried rolls filled with mixed vegetables',6.99,TRUE,4.2,10,TRUE),
(1,4,4,'Chicken Tikka Masala','Grilled chicken in creamy tomato sauce',13.99,TRUE,4.6,25,FALSE),
(1,5,5,'Beef Burger',Juicy beef patty with lettuce  tomato and cheese',10.99,TRUE,4.4,15,FALSE),
(1,6,6,'Pad Thai',Fried rice noodles with shrimp peanuts and lime',11.99,TRUE,4.5,15,FALSE),
(1,7,7,'Chickpea Salad',Fresh salad with chickpeas cucumber and tahini dressing',7.99,TRUE,4.3,10,TRUE),
(1,8,8,'Chocolate Lava Cake','Decadent chocolate cake with a molten center',5.99,TRUE,4.8,10,TRUE),
(1,9,9,'Caesar Salad','Romaine lettuce with Caesar dressing and croutons',8.49,TRUE,4.3,5,TRUE),
(1,10,10,'Sushi Platter','Assorted sushi rolls and sashimi',15.99,TRUE,4.9,30,FALSE),
(1,11,11,'Mango Sticky Rice','Sweet sticky rice topped with mango and coconut milk',4.99,TRUE,4.7,10,TRUE),
(1,12,12,'Falafel Wrap',Wrap with falafel hummus and veggies',7.49,TRUE,4.4,10,TRUE),
(1,13,13,'Tandoori Chicken','Spicy marinated chicken cooked in a clay oven',14.99,TRUE,4.6,25,FALSE),
(1,14,14,'Spaghetti Aglio e Olio',Pasta with garlic olive oil and chili flakes',9.99,TRUE,4.2,15,TRUE),
(1,15,15,'Pork Ramen','Noodles in broth with pork and green onions',12.49,TRUE,4.4,20,FALSE),
(1,16,16,'Lentil Soup','Hearty soup made with lentils and spices',6.49,TRUE,4.5,15,TRUE),
(1,17,17,'Garlic Bread','Toasted bread with garlic butter',3.99,TRUE,4.3,5,TRUE),
(1,18,18,'Coconut Curry','Vegetable curry cooked in coconut milk',10.99,TRUE,4.6,20,TRUE),
(1,19,19,'Cheesecake','Smooth and creamy cheesecake',5.49,TRUE,4.8,10,TRUE),
(1,20,20,'Vegetable Fried Rice','Stir-fried rice with mixed vegetables',7.99,TRUE,4.5,15,TRUE),
(2,1,21,'Fish Tacos','Soft tacos with grilled fish and mango salsa',11.49,TRUE,4.5,15,FALSE),
